,title,listing_url,price,time_posted,num_bedrooms,sqft,neighborhood,latitude,longitude,description,address
25,"Yonge/Finch Bright +Spacious 2Bdrm Steps To Subway, Ttc,Schools",https://toronto.craigslist.org/tor/apa/d/willowdale-east-yonge-finch-bright/6957965568.html,2800,2019-08-16 12:58,2.0,1300.0,,43.7915,-79.4103,"
        
Bright And Spacious With Spectacular South East View. One Of The Largest Units In The Building. Great Location: Steps To Subway, Ttc, Go Transit. Steps To All Amenities (Schools, Shopping, Grocery Store) And Up-Town Core. Excellent Facilities. Desirable Split Bedroom Layout. Master Bedroom W/4Pc Ensuite His & Her Closets And Spacious Living Room And Walkout To Balcony. Eat-In Kitchen.
Extras:Fridge, Stove, Washer, Dryer, And Dishwasher, Quartz Counter. Elfs, Window Coverings. Excellent Facilities In Common Area : Indoor Pool, Gym, Squash Court, Outdoor Garden
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #46342    ","49 Northwood Drive, North York, Toronto, ON M2M2J9
North York, Newtonbrook East North York, Toronto Ontario Canada"
26,Yonge/Sheppard Luxurious 2Bdrm Corner Unit W Split Full Sized Bdrms,https://toronto.craigslist.org/tor/apa/d/north-york-yonge-sheppard-luxurious/6957966401.html,2580,2019-08-16 12:59,2.0,750.0,,43.7673,-79.4111,"
        
Luxurious Sun-Filled 2 Bedroom Corner Unit With Split Full-Size Bedrooms. Hardwood Floors, Premium Counter Tops, Stainless Steel Appliances, Clear Balcony View. Steps To Yonge/Sheppard Subway, Shops, Food, Hwy 401, La Fitness, Longos, Lcbo, Everything You Need! Premium Locker Is Extra Large In Size.
Includes:Fridge, Stove, B/I Dishwasher, Washer/Dryer, Elf's, Blinds, Balcony Tiles, Parking And Extra Large Premium Locker.
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #47356    ","21 Hillcrest Avenue, North York, Toronto, ON M2N7K2
Willowdale East, North York North York, Toronto Ontario Canada"
27,Jane/Hwy 7 Bright 1Bdrm +Den Condo Walk To Subway Close To Hwy 400 407,https://toronto.craigslist.org/yrk/apa/d/concord-jane-hwy-7-bright-1bdrm-den/6957979452.html,2500,2019-08-16 13:12,1.0,750.0,,43.8001,-79.4829,"
        
Beautiful 1+1 Bedroom Condo In The Heart Of Vaughan. European Designer Kitchen Cabinetry, Granite Counter Tops Engineered Hardwood Flooring With Great Open Concept Layout. Bright Natural Light, Floor-To-Ceilings Glass Throughout, 9Ft High Ceilings Enjoy The City Views From Your Cozy Balcony. Fantastic Location: Short Walk From All Amenities, Subway, Short Drive To Highways 400 & 407.
Includes:2 Car Tandem Parking & 1 Locker Included. Fridge, Stove, B/I Dishwasher, Washer, Dryer. All Electrical Light Fixtures. Luxury Amenities Including Bbqs, Garden, Courtyard, Outdoor Pool, Gym, Hot Tub, Lounge, Sauna.
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #47185    ","Concord, York, ON L4K
Concord Concord, Vaughan Ontario Canada"
28,Woodbridge/Islington Fully Furnished 1Bdrm +Den 1Parking Space 1Locker,https://toronto.craigslist.org/yrk/apa/d/woodbridge-woodbridge-islington-fully/6957979610.html,2300,2019-08-16 13:12,1.0,750.0,,43.8064,-79.5995,"
        
Fully Furnished* This Beautiful And Luxurious Unit Is Located In The Heard Of Woodbridge. Upgrades Throughout. 9' Ceilings, Granite Counters And Backsplash, Practical Layout, Glass Breakfast Bar, 4Pc Upgraded Washroom. W/O To Large Balcony. Your Search For A Rental In Woodbridge Is Over. Includes 1 Owned Parking Space And Locker.
Includes S/S Fridge, Stove, Microwave, B/I Dishwasher, Washer And Dryer, And Closet Organizers. Almost All Furniture Seen, Check Schedule B.
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #46704    ","34 Cairnburg Place, Woodbridge, York, ON L4L3L5
Woodbridge Woodbridge, Vaughan Ontario Canada"
29,"Spectacular 2+1 Split Layout Bedrooms + Large Den, 2 Full Bathrooms",https://toronto.craigslist.org/tor/apa/d/toronto-spectacular-21-split-layout/6957969323.html,3350,2019-08-16 13:02,2.0,950.0,20 Blue Jays Way,43.6404,-79.3995,"
        
Spectacular 2+1 Split Layout Bedrooms + Large Den(Easily Usable As 3rd Bdrm).Eat-In Kitchen Area & Breakfast Bar,Granite Countertops.2 Full Bathrooms & 2 Walk-Outs To A Spectacular Balcony W/Western Exposure.Custom Closet Orgranizers Throughout.Top Rated Building W/24Hr Concierge/Security.Breathtaking Rooftop Terrace,Pool,Gym,Bbq's,Party Rm & More.Walking Distance To Transit,Rogers Centre/Acc,Restaurants & Shopping.
Extras:Fridge,Stove,B/I Dishwasher,Rangehood Microwave,Washer,Dryer,All Elf's & Window Coverings.One Parking Spot Included.

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   
 

THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ONTARIO  M5V3Z3
TO VIEW CALL OR TEXT:  


***WALK-INS ALSO WELCOME, OPEN 7 DAYS A WEEK!!***    ","170 Queens Wharf Road, Toronto, ON M5V0E2
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
30,Bayview/St John's Bright +Cozy 4Bdrm +Den House Main Floor Library,https://toronto.craigslist.org/yrk/apa/d/aurora-bayview-st-johns-bright-cozy/6957979329.html,2550,2019-08-16 13:12,4.0,,,44.0001,-79.4663,"
        
Sweet Home In The Heart Of Aurora. 4Yr New, The Private St. John's Forest Community. One Of The Best Layout, 4 Bedrooms, 4 Bathrooms, Main Floor Library W/ Double Door Entrance And Large Windows. Plenty Of Space With Plenty Of Daylight, Extremely Bright And Cozy! 9' Ceiling, Oversized Windows, Hardwood Flrs Throughout, Modern Kitchen W/ Breakfast Bar, Upgraded Granite Countertop, Marble Backsplash & S/S Appliances, 2nd Flr Laundry
Includes:Super Convenient Location! Minutes To 404 And Go Station, T&T, Superstore, Walmart, Restaurants & Shopping, Library, Cinemas, Gyms, Golf Courses...Close To Everything! Top Ranked Rick Hansen Ps And Dr.G.W. Williams W/ Ib Program
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #46403    ","20 Wellington Street East, Aurora, York, ON L4G1H5
Aurora Aurora Ontario Canada"
31,Large 2 bedroom with deck Dufferin & Rogers,https://toronto.craigslist.org/tor/apa/d/york-large-2-bedroom-with-deck-dufferin/6948383214.html,2000,2019-08-16 13:13,,,Toronto,43.687290000000004,-79.445767,"
        
Large and bright 2 bedroom apt on second floor of a house with separate entrance.
Lots of natural light from large windows in every room.
Kitchen with Walk out to private deck.
Minutes to Dufferin station, yorkdale mall and Dufferin mall.
Available Sept 1st.
Monthly rent is $2000 utilities included. Phone, cable and internet not included.
No smoking please.
Cats only.
    ","452 Westmount Avenue, York, Toronto, ON M6E3N5
York, Oakwood-Vaughan Toronto Ontario Canada"
32,THREE BEDROOM / TWO LEVEL – BLOOR AND DOVERCOURT – BLOORCOURT VILLAGE,https://toronto.craigslist.org/tor/apa/d/toronto-three-bedroom-two-level-bloor/6957981783.html,3295,2019-08-16 13:15,3.0,,Dovercourt Rd,43.658961,-79.428616,"
        
PROPERTY ID#53H2

THREE BEDROOM – TWO LEVEL

This three bedroom unit is located on the second and third floor of a multiplex.  Shared use of front porch and coin-operated laundry next door.

Excellent location by the Ossington Strip and in between Bloor and College.  Located in Dufferin Grove, a neighborhood touted as one of the top 50 coolest neighborhoods in the world.  A quaint community with numerous dining and shopping options throughout the neighborhood.  Easy access transit on nearby Bloor

Street. Nearby parks include Dufferin Grove Park and Christie Pits Park.

Additional Features
Available: IMMEDIATELY 
Utilities Included 
Pet Friendly

Please contact  
 to book a viewing.
Visit www yorkwestdevelopments ca for a complete list of availabilities and the lease application process.
This house is professionally managed by YorkWest Developments.    ","100 Hepbourne Street, Toronto, ON M6H1K5
Toronto, Dufferin Grove Toronto Ontario Canada"
33,"Dvp/Wynford 2Bdrm Condo Close To Ravine, Ttc Surface Route At Door",https://toronto.craigslist.org/tor/apa/d/don-mills-south-dvp-wynford-2bdrm-condo/6957979715.html,2300,2019-08-16 13:12,2.0,850.0,,43.7334,-79.3329,"
        
Located Close To East Don River Ravine, Charles Sauriol Conservation Area, Aga Khan Museum And The Ontario Science Centre Offer Close By Recreation And Family Enjoyment. Convenient Shopping Nearby At Don Mills Centre And Walking Distance To Real Canadian Superstore. Ttc Surface Route At The Door And Almost Immediate Access To The Don Valley Parkway And Other Major Travel Arteries.
Includes :All Existing Elfs, Fridge, Stove, Dishwasher. Washer And Dryer. 24/7 Concierge, Guestroom, Main Floor Terrace, Fitness Club And Card, Conference, Party And Billiard Rooms! One Parking Space And Locker Included
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #45695    ","North York, Toronto, ON M3C
North York, Banbury-Don Mills North York, Toronto Ontario Canada"
34,STUDIO LOFT - BLOORCOURT VILLAGE - BLOOR AND DOVERCOURT,https://toronto.craigslist.org/tor/apa/d/toronto-studio-loft-bloorcourt-village/6957982313.html,1895,2019-08-16 13:15,,,Dovercourt Rd,43.657591,-79.427839,"
        
Property ID#: 665D2A

Large open concept studio apartment located on the 2nd floor. It’s an excellent location to College street or Bloor street. Steps from all amenities, restaurants, shops and groceries. Minutes to College streetcar or walking distance to Ossington subway station. En-suite laundry included also.

Additional Features
Available: September 1st
Utilities: Included
Pet Friendly

Please contact  
 to book a viewing. Please visit our website at www yorkwestdevelopments ca for a complete list of our availabilities and our lease application process.    ","573 Dovercourt Road, Toronto, ON M6H2W5
Toronto, Dufferin Grove Toronto Ontario Canada"
35,TWO LEVEL/THREE BEDROOM - BLOORCOURT VILLAGE – BLOOR AND DOVERCOURT,https://toronto.craigslist.org/tor/apa/d/toronto-two-level-three-bedroom/6957980484.html,3495,2019-08-16 13:13,3.0,,Dovercourt Rd,43.658961,-79.428616,"
        
PROPERTY ID#665D2B

THREE BEDROOM – TWO LEVEL

This spacious, three bedroom, two level apartment is perfectly located by the Ossington Strip and in between Bloor and College. Walking distance to restaurants, groceries and to the subway.  Private deck and shared use of backyard.  Coin operated laundry on site.

Additional Features:
Available: SEPT 1ST
Utilities Included
Pet Friendly
Laundry in building

Please contact  
 to book a viewing.
Visit www.yorkwestdevelopments.ca for a complete list of availabilities and the lease application process.
This house is professionally managed by YorkWest Developments.    ","100 Hepbourne Street, Toronto, ON M6H1K5
Toronto, Dufferin Grove Toronto Ontario Canada"
36,"WOW!!1 BDRM, 1 Bathroom (Main Floor Apt), prime Oshawa",https://toronto.craigslist.org/drh/apa/d/oshawa-wow1-bdrm-1-bathroom-main-floor/6945728704.html,1300,2019-08-16 13:17,1.0,,Oshawa,43.878219,-78.850723,"
        
Freshly Painted- 1~Bed Main Floor Apartment For Rent, in prime Oshawa Location!
This unit offers a 2-way Driveways (parking for 1 or 2 cars available, Shared Laundry (washer & dryer) in common area of the home. Freshly Painted thru-out, Large front porch with access to side and back yard! Large living room w/ separate dining room (great for entertaining) overlooking a large bedroom w/ windows and built-in closet. Eat-in Kitchen offers (fridge & stove) lots of counter space and cabinets. The unit offers one 4pc main bathroom. No Smoking, Asking $1300 inclusive of (heat, hydro, water, waste and A/C) 
Just A Short Walk From The Newest Go Station, 5min drive to Downtown Oshawa, steps to the bus stop, Tim Horton’s, Banks, Schools and Parks. Easy access to Hwy 401 E & W and Hwy 412. 

To view call Natasha at  

    ","105 Conant Street, Oshawa, Durham, ON L1H3R5
Oshawa Oshawa Ontario Canada"
37,Yonge St/Sunset Beach Rd Beautiful 2Bdrm + 2Den Overlooking Lake,https://toronto.craigslist.org/yrk/apa/d/richmond-hill-north-yonge-st-sunset/6957965846.html,2600,2019-08-16 13:14,2.0,,,43.9394,-79.4349,"
        
Beautiful Lakeside Living On Big Lot,Overlooking The Tranquility Of Lake Wilcox.2+2 Bedroom,Tandem Double Car Garage Raised Bungalow. Live In Condition.Tenant Is Responsible For Grass Cutting And Snow Removal.
Includes:All Existing Appliances, All Existing Elf, All Existing Windows Covering.As Is Condition
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #46763    ","365 Old Colony Road, Richmond Hill, York, ON L4E5B2
Richmond Hill Richmond Hill, Markham Ontario Canada"
38,Bayview/Sheppard Stunning 1Bdrm +Den Can Be Used As A 2nd Bdrm,https://toronto.craigslist.org/tor/apa/d/north-york-bayview-sheppard-stunning/6957979818.html,2200,2019-08-16 13:12,1.0,750.0,,43.7797,-79.3813,"
        
Stunning & Spacious Rarely Offered South-Facing 1+1 Br Condo. Large Balcony. Amazing Unobstructed Panoramic City View. Recently Renovated. Hardwood Fir. Den Can B Bdrm. Best Bldg In New York Towers. Excellent Amenities: Indoor Pool, Guest Suite, Visitor Parking+ More. Steps O Subway, Bayview Village Mall, Loblaw, Banks & Upscale Shops. Mins To 401/ 404, Sunnybrook & Nygh. Immediate Occupancy.
Includes :Fridge, Stove, 8/1 Ow, Washer & Dryer, Power Hood Fan, Elf, Existing Window Coverings, Track Lights, Parking & Locker
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #45949    ","Forest Grove Drive, North York, Toronto, ON M2K
North York, Bayview Village North York, Toronto Ontario Canada"
39,Beautiful Brand New Never Lived Mattamy Free Hold Town Home For Lease,https://toronto.craigslist.org/mss/apa/d/milton-beautiful-brand-new-never-lived/6957985128.html,2500,2019-08-16 13:18,3.0,,,43.5168,-79.8829,"
        
Beautiful Brand New Never Lived Mattamy Free Hold Town Home For Lease. 3 Bedrooms, 3 Washrooms, 2 Car Parking, Kitchen W New S/S Appliances, Hardwood Floor, Wall In Closet, Living And Dining Room, Balcony. Spacious Rooms With Lots Of Light. Entire House Listed For 2500/M Plus Utilities.
Extras:All Appliances, Fridge, Stove, Microwave, Dishwasher, Dryer, Washer,. Directions From Derry Rd To South On Regional Rd 25, Cross Louis, East On Whitlock/Regional Rd 25.


For More Information Please call 

Zahid Moghal, 
Broker. 
Coldwell Banker Commercial Integrity Real Estate, Brokerage
http://www.zahidmoghal.com
http://www.buyandsellgtahomes.ca
http://condosinmotion.ca
http://elitehomesforsale.com/
http://www.sq1condominiums.ca
647-331-HOME (4663)



Advertised with written permission. Courtesy of Homelife/Miracle Realty Ltd, Brokerage  
 .
Not intended to solicit buyers and sellers currently under contract with any other brokerage.    ","65 Millside Drive, Milton, Halton, ON L9T1S8
Milton Milton Ontario Canada"
